time,d2m,msdwswrf,ssrd,t2m,tcc,tp,u10,v10
2019-01-04 01:00:00,240.03156,,2.0,243.15944,,7.4645504e-07,-0.7020725,-0.21440394
2019-01-04 02:00:00,240.30647,,2.0,243.41148,,1.6423874e-06,-0.6964742,-0.22865239
2019-01-04 03:00:00,240.45218,,2.0,243.54974,,1.6423874e-06,-0.70974654,-0.2209993
2019-01-04 04:00:00,240.64383,,2.0,243.7269,,1.6423874e-06,-0.73679435,-0.2072486
2019-01-04 05:00:00,240.82472,,2.0,243.899,,1.6423874e-06,-0.73748624,-0.1885203
2019-01-04 06:00:00,240.98335,,2.0,244.04807,,1.6423874e-06,-0.74258125,-0.18167606
2019-01-04 07:00:00,241.08672,,2.0,244.14601,,1.6423874e-06,-0.7313219,-0.20314206
2019-01-04 08:00:00,241.15347,,2.0,244.19714,,1.6423874e-06,-0.6926372,-0.262998
2019-01-04 09:00:00,241.17429,,2.0,244.2101,,1.6423874e-06,-0.66294754,-0.33685353
2019-01-04 10:00:00,241.21304,,2.0,244.25258,,1.6423874e-06,-0.64772534,-0.3524086
2019-01-04 11:00:00,241.29129,,2.0,244.32532,,1.6423874e-06,-0.6545187,-0.3619283
2019-01-04 12:00:00,241.5619,,2.0,244.5824,,1.6423874e-06,-0.6419383,-0.36622152
2019-01-04 13:00:00,241.97536,,2.0,244.98207,,1.6423874e-06,-0.61885333,-0.40131378
2019-01-04 14:00:00,241.81241,,2.0,244.84021,,1.6423874e-06,-0.6623814,-0.5058439
2019-01-04 15:00:00,242.08589,,2.0,245.09656,,1.6423874e-06,-0.64778817,-0.5332208
2019-01-04 16:00:00,242.45915,,2.0,245.44295,,1.6423874e-06,-0.60451174,-0.5415583
2019-01-04 17:00:00,242.89845,,2.0,245.8743,,1.6423874e-06,-0.5492839,-0.60863185
2019-01-04 18:00:00,243.47054,,2.0,246.45255,,1.6423874e-06,-0.52714247,-0.6390576
2019-01-04 19:00:00,243.91486,,2.0,247.01065,,1.6423874e-06,-0.48160154,-0.67956305
2019-01-04 20:00:00,243.95648,,2.0,247.50752,,1.4901161e-07,-0.39800498,-0.78141767
2019-01-04 21:00:00,244.44531,,2.0,247.97992,,1.4901161e-07,-0.43782187,-0.8243497
2019-01-04 22:00:00,244.87527,,2.0,248.48473,,1.4901161e-07,-0.4606552,-0.85340655
2019-01-04 23:00:00,245.2435,,2.0,248.97153,,1.4901161e-07,-0.4083838,-0.87761027
2019-01-05 00:00:00,245.5737,,2.0,249.46985,,1.4901161e-07,-0.40102428,-0.9318664
2019-01-05 01:00:00,245.87015,,2.0,249.8904,,1.4901161e-07,-0.409516,-0.95289683
2019-01-05 02:00:00,246.03955,,2.0,249.58363,,2.9848889e-07,-0.4426024,-1.0087707
2019-01-05 03:00:00,246.27211,,2.0,249.86087,,2.9848889e-07,-0.44989902,-1.0190992
2019-01-05 04:00:00,246.39413,,2.0,250.09708,,4.4796616e-07,-0.50600743,-0.95196354
2019-01-05 05:00:00,246.49104,,2.0,250.28143,,1.3438985e-06,-0.5573354,-0.7915596
2019-01-05 06:00:00,246.51472,,2.0,250.27998,,5.227048e-06,-0.55815303,-0.64079976
2019-01-05 07:00:00,246.51329,,2.0,250.19933,,1.3590325e-05,-0.5736898,-0.516048
2019-01-05 08:00:00,246.4932,,2.0,250.13669,,3.121281e-05,-0.62501776,-0.33828458
2019-01-05 09:00:00,246.49821,,2.0,250.05963,,6.541284e-05,-0.6681684,-0.13563302
2019-01-05 10:00:00,246.57144,,2.0,250.12515,,0.000117534306,-0.74082005,0.07660048
2019-01-05 11:00:00,246.74228,,2.0,250.26703,,0.00018040882,-0.7827127,0.21771616
2019-01-05 12:00:00,246.95259,,2.0,250.37505,,0.00025104918,-0.80472827,0.35982734
2019-01-05 13:00:00,247.19592,,2.0,250.45569,,0.0003358773,-0.7729629,0.44226927
2019-01-05 14:00:00,246.5779,,2.0,249.7435,,0.00039860234,-0.7684969,0.36144507
2019-01-05 15:00:00,246.90808,,2.0,249.92137,,0.0004595355,-0.70955783,0.43268734
2019-01-05 16:00:00,247.18803,,2.0,249.93361,,0.0005127024,-0.63181114,0.450669
2019-01-05 17:00:00,247.42418,,2.0,250.0978,,0.00055242795,-0.5895411,0.50766283
2019-01-05 18:00:00,247.49094,,2.0,250.1446,,0.0005819984,-0.5564547,0.54275507
2019-01-05 19:00:00,247.4486,,2.0,250.09564,,0.000620679,-0.50128984,0.57019424
2019-01-05 20:00:00,247.618,,2.0,250.24397,,7.4523035e-05,-0.41423365,0.50013417
2019-01-05 21:00:00,247.56703,,2.0,250.18854,,0.00019071391,-0.33535475,0.33605918
2019-01-05 22:00:00,247.45433,,2.0,250.08484,,0.00030735228,-0.3139052,0.22810695
2019-01-05 23:00:00,247.40193,,2.0,250.02434,,0.00041129673,-0.32900167,0.2046499
2019-01-06 00:00:00,247.30576,,2.0,249.9437,,0.00049149524,-0.3850472,0.2286047
2019-01-06 01:00:00,247.22034,,2.0,249.86736,,0.0005491427,-0.42800915,0.25094178
2019-01-06 02:00:00,247.00284,,2.0,249.63403,,0.0006221724,-0.42668822,0.27340332
2019-01-06 03:00:00,246.98776,,2.0,249.62683,,0.00069475407,-0.4264366,0.24030212
2019-01-06 04:00:00,246.94614,,2.0,249.58867,,0.0007656934,-0.44084114,0.19618791
2019-01-06 05:00:00,246.82913,,2.0,249.47417,,0.00082453527,-0.4203351,0.11785254
2019-01-06 06:00:00,246.50612,,2.0,249.17749,,0.000868144,-0.4163723,0.07740934
2019-01-06 07:00:00,246.24484,,2.0,248.93625,,0.0009020455,-0.40366614,0.06639634
2019-01-06 08:00:00,245.97351,,2.0,248.68349,,0.00092818076,-0.38693425,0.048725773
2019-01-06 09:00:00,245.6706,,2.0,248.4084,,0.0009492384,-0.33667567,-0.0057792217
2019-01-06 10:00:00,245.34041,,2.0,248.09586,,0.00096701086,-0.28918478,-0.106140584
2019-01-06 11:00:00,244.97864,,2.0,247.7646,,0.000982244,-0.25131786,-0.24146979
2019-01-06 12:00:00,244.78267,,2.0,247.57881,,0.0009955356,-0.20087059,-0.33934233
2019-01-06 13:00:00,244.268,,2.0,247.1021,,0.0010080808,-0.19640455,-0.41102013
2019-01-06 14:00:00,244.52211,,2.0,247.34117,,0.0010264502,-0.07544431,-0.55269575
2019-01-06 15:00:00,244.43526,,2.0,247.25621,,0.0010386964,-0.051667392,-0.6087563
2019-01-06 16:00:00,244.20055,,2.0,247.04016,,0.0010490012,-0.015624642,-0.63526213
2019-01-06 17:00:00,244.04909,,2.0,246.90335,,0.0010585594,-0.0014088452,-0.6415464
2019-01-06 18:00:00,243.4088,,2.0,246.3006,,0.0010690135,-0.006252259,-0.62829345
2019-01-06 19:00:00,243.21356,,2.0,246.11986,,0.0010790196,-0.0024781525,-0.63955534
2019-01-06 20:00:00,243.01257,,2.0,245.93118,,9.707175e-06,0.009976417,-0.6627013
2019-01-06 21:00:00,242.60774,,2.0,245.5488,,1.8966384e-05,-0.0133601725,-0.67197216
2019-01-06 22:00:00,242.20218,,2.0,245.17361,,2.6732683e-05,-0.02348739,-0.697918
2019-01-06 23:00:00,242.11963,,2.0,245.09369,,3.3901073e-05,-0.039716065,-0.6811808
2019-01-07 00:00:00,242.40532,,2.0,245.36949,,4.1368417e-05,-0.035187125,-0.671661
2019-01-07 01:00:00,242.47136,,2.0,245.43214,,4.6744943e-05,-0.054875404,-0.659777
2019-01-07 02:00:00,242.00262,,2.0,244.98782,,5.2419957e-05,-0.10821617,-0.6776964
2019-01-07 03:00:00,242.03493,,2.0,245.02312,,5.6452118e-05,-0.12092234,-0.66767895
2019-01-07 04:00:00,242.05647,,2.0,245.03679,,6.018579e-05,-0.11695953,-0.6745854
2019-01-07 05:00:00,242.08589,,2.0,245.07065,,6.496487e-05,-0.10714683,-0.6651901
2019-01-07 06:00:00,242.07153,,2.0,245.05911,,6.914651e-05,-0.09041494,-0.67446095
2019-01-07 07:00:00,241.97464,,2.0,244.97127,,7.4523035e-05,-0.09582451,-0.66201687
2019-01-07 08:00:00,241.9043,,2.0,244.89781,,7.885415e-05,-0.10217759,-0.6478929
2019-01-07 09:00:00,241.54108,,2.0,244.56367,,8.288631e-05,-0.15413451,-0.6262402
2019-01-07 10:00:00,240.62947,,2.0,243.70529,,8.691894e-05,-0.20860752,-0.5826238
2019-01-07 11:00:00,239.46808,,2.0,242.62079,,8.975621e-05,-0.25484037,-0.5469715
2019-01-07 12:00:00,239.46808,,2.0,242.61072,,9.184703e-05,-0.25119206,-0.5347141
2019-01-07 13:00:00,239.14937,,2.0,242.32266,,9.393785e-05,-0.25748226,-0.5265632
2019-01-07 14:00:00,237.85876,,2.0,241.10135,,9.587966e-05,-0.3417707,-0.5356474
2019-01-07 15:00:00,237.91331,,2.0,241.15535,,9.752205e-05,-0.3232776,-0.5600378
2019-01-07 16:00:00,238.22699,,2.0,241.45853,,9.8567456e-05,-0.33661276,-0.5772106
2019-01-07 17:00:00,238.50694,,2.0,241.70552,,9.91649e-05,-0.3483754,-0.5596645
2019-01-07 18:00:00,238.67418,,2.0,241.87979,,9.976234e-05,-0.3917777,-0.50403947
2019-01-07 19:00:00,238.72012,,2.0,241.9086,,0.00010095723,-0.42077544,-0.46708065
2019-01-07 20:00:00,238.98787,,2.0,242.16856,,1.4901161e-07,-0.44838935,-0.43634382
