time,d2m,msdwswrf,ssrd,t2m,tcc,u10,v10
2019-01-05 17:00:00,240.61546,0.0,0.0,243.66382,1.0,0.69512075,1.0362904
2019-01-05 18:00:00,240.82828,0.0,0.0,243.86113,1.0,0.80551136,0.8806913
2019-01-05 19:00:00,240.96413,0.0,0.0,243.9943,1.0,0.90085566,0.82374406
2019-01-05 20:00:00,239.87831,0.0,0.0,243.05049,1.0,0.96948516,0.814641
2019-01-05 21:00:00,239.02977,0.0,0.0,242.12418,1.0,1.1104289,0.768914
2019-01-05 22:00:00,239.21722,0.0,0.0,242.28358,1.0,1.2651906,0.6800002
2019-01-05 23:00:00,238.8894,0.0,0.0,241.96574,1.0,1.332899,0.6266519
2019-01-06 00:00:00,239.0008,0.0,0.0,242.08142,1.0,1.3137074,0.5184734
2019-01-06 01:00:00,239.33133,0.0,0.0,242.41675,0.9933011,1.3950801,0.52418923
2019-01-06 02:00:00,239.28061,0.0,0.0,242.3108,1.0,1.3741995,0.5902395
2019-01-06 03:00:00,239.41556,0.0,0.0,242.44008,1.0,1.3060305,0.7206464
2019-01-06 04:00:00,241.08548,0.0,0.0,243.9729,1.0,1.1517293,0.7917775
2019-01-06 05:00:00,240.71599,0.0,0.0,243.73282,1.0,0.99067277,0.90927076
2019-01-06 06:00:00,239.85658,0.0,0.0,242.88039,0.9933011,0.6748543,0.92684174
2019-01-06 07:00:00,238.93468,0.0,0.0,241.94728,0.9330261,0.478792,1.0763016
2019-01-06 08:00:00,238.61409,0.0,0.0,241.5196,0.8660827,0.38237298,1.1967586
2019-01-06 09:00:00,238.82057,0.0,0.0,241.75093,0.8988906,0.19751862,1.3172157
2019-01-06 10:00:00,235.75784,0.0,0.0,238.60072,0.8593991,0.18492886,1.3910987
2019-01-06 11:00:00,235.2516,0.0,0.0,238.17014,0.8527002,0.038764954,1.5274333
2019-01-06 12:00:00,234.10603,0.0,0.0,237.03679,0.9397403,0.24311805,1.6605923
2019-01-06 13:00:00,234.54614,0.0,0.0,237.66956,0.87278163,0.49307063,1.7528932
2019-01-06 14:00:00,236.10559,0.0,0.0,239.14601,0.98661745,0.32372317,1.7984087
2019-01-06 15:00:00,237.85701,0.0,0.0,240.85088,0.9906612,0.5240844,1.9015063
2019-01-06 16:00:00,238.73001,0.0,0.0,241.58667,1.0,0.5214743,1.9235231
2019-01-06 17:00:00,239.46173,0.0,0.0,242.32053,1.0,0.5891826,2.073618
2019-01-06 18:00:00,240.49956,0.0,0.0,243.3936,1.0,0.52654094,2.079334
2019-01-06 19:00:00,241.22131,0.0,0.0,244.14009,1.0,0.43273196,2.1593564
2019-01-06 20:00:00,241.04926,0.0,0.0,244.03705,1.0,0.29839012,2.223713
2019-01-06 21:00:00,241.52287,0.0,0.0,244.5318,1.0,0.24081504,2.30056
2019-01-06 22:00:00,241.99379,0.0,0.0,244.9721,1.0,0.26445922,2.3158023
2019-01-06 23:00:00,242.42303,0.0,0.0,245.40852,1.0,0.28211558,2.3606825
2019-01-07 00:00:00,241.5582,0.0,0.0,244.45987,1.0,0.28119436,2.367457
2019-01-07 01:00:00,240.37549,0.0,0.0,243.30515,0.9993286,0.32326254,2.4104319
2019-01-07 02:00:00,239.2625,0.0,0.0,241.9881,1.0,0.2887175,2.3200362
2019-01-07 03:00:00,239.04878,0.0,0.0,241.44281,1.0,0.2818085,2.3606825
2019-01-07 04:00:00,240.2641,0.0,0.0,243.12921,1.0,0.20734474,2.1466544
2019-01-07 05:00:00,240.58377,0.0,0.0,243.54425,0.9993286,0.03753668,2.073618
2019-01-07 06:00:00,240.25232,0.0,0.0,242.96982,1.0,-0.2990088,1.9370718
2019-01-07 07:00:00,239.89824,0.0,0.0,242.49062,1.0,-0.49092567,1.9614173
2019-01-07 08:00:00,239.699,0.0,0.0,242.30594,1.0,-0.57398736,1.9216177
2019-01-07 09:00:00,239.7452,0.0,0.0,242.65683,1.0,-0.6031587,1.9569716
2019-01-07 10:00:00,239.64738,0.0,0.0,242.83957,1.0,-0.5957891,1.9372835
2019-01-07 11:00:00,240.27133,0.0,0.0,243.42276,1.0,-0.53959584,1.997618
2019-01-07 12:00:00,240.49321,0.0,0.0,243.54912,1.0,-0.5150305,2.106855
2019-01-07 13:00:00,240.1989,0.0,0.0,243.46844,1.0,-0.364107,2.0626097
2019-01-07 14:00:00,240.27858,0.0,0.0,243.68033,1.0,-0.309142,2.0846264
2019-01-07 15:00:00,239.67726,0.0,0.0,242.70349,1.0,-0.17909914,2.1028326
2019-01-07 16:00:00,240.1346,0.0,0.0,242.77055,1.0,-0.037234128,1.997618
2019-01-07 17:00:00,239.78142,0.0,0.0,242.50034,1.0,-0.038615942,1.9438462
2019-01-07 18:00:00,239.8294,0.0,0.0,242.7268,1.0,-0.023109078,1.8250828
2019-01-07 19:00:00,239.9906,0.0,0.0,242.92316,1.0,-0.10678482,1.9607822
2019-01-07 20:00:00,240.77394,0.0,0.0,243.80183,1.0,-0.25648004,1.8562026
2019-01-07 21:00:00,240.03589,0.0,0.0,242.92801,0.9906154,-0.27167982,1.8017958
2019-01-07 22:00:00,240.17807,0.0,0.0,243.10977,0.998001,-0.26369607,1.7954448
2019-01-07 23:00:00,239.26613,0.0,0.0,242.2068,0.9906154,-0.4127772,1.7528932
2019-01-08 00:00:00,238.61047,0.0,0.0,241.47975,0.9993286,-0.5386746,1.7147874
2019-01-08 01:00:00,238.55524,0.0,0.0,241.31743,1.0,-0.5173335,1.632648
2019-01-08 02:00:00,239.30235,0.0,0.0,241.92784,1.0,-0.5489614,1.6252384
2019-01-08 03:00:00,239.80496,0.0,0.0,242.45271,1.0,-0.6093,1.5803581
2019-01-08 04:00:00,239.94261,0.0,0.0,242.37302,1.0,-0.59609616,1.4370376
2019-01-08 05:00:00,240.39632,0.0,0.0,242.86873,1.0,-0.68836975,1.3328815
2019-01-08 06:00:00,240.94781,0.0,0.0,243.25946,1.0,-0.68069315,1.2702184
2019-01-08 07:00:00,241.29648,0.0,0.0,243.59189,1.0,-0.64676225,1.2769928
2019-01-08 08:00:00,242.00465,0.0,0.0,244.1673,1.0,-0.66272974,1.2577281
2019-01-08 09:00:00,242.31075,0.0,0.0,244.5143,1.0,-0.6912869,1.2638674
2019-01-08 10:00:00,242.71465,0.0,0.0,244.87297,1.0,-0.7126281,1.2367699
2019-01-08 11:00:00,242.02187,0.0,0.0,243.62688,1.0,-0.64599454,1.2382518
2019-01-08 12:00:00,242.34879,0.0,0.0,244.178,1.0,-0.6106819,1.1846918
2019-01-08 13:00:00,242.52538,0.0,0.0,244.18965,1.0,-0.5855024,1.1173713
2019-01-08 14:00:00,242.70921,0.0,0.0,244.58234,1.0,-0.56508243,1.0202012
2019-01-08 15:00:00,243.55775,0.0,0.0,245.49213,1.0,-0.50643253,0.9310758
2019-01-08 16:00:00,242.26999,0.0,0.0,244.80006,1.0,-0.42782342,1.018931
2019-01-08 17:00:00,242.74634,0.0,0.0,245.27148,1.0,-0.3085279,0.91731524
2019-01-08 18:00:00,243.06601,0.0,0.0,245.54169,1.0,-0.20719576,0.88810074
2019-01-08 19:00:00,243.12216,0.0,0.0,245.5864,1.0,-0.15192366,0.7098497
2019-01-08 20:00:00,242.11966,0.0,0.0,244.61441,1.0,-0.1387198,0.63257945
2019-01-08 21:00:00,241.92134,0.0,0.0,244.5804,1.0,-0.035852373,0.5929916
2019-01-08 22:00:00,241.34085,0.0,0.0,244.02441,1.0,0.20273873,0.580078
2019-01-08 23:00:00,240.96321,0.0,0.0,243.6259,1.0,0.40386766,0.47782707
2019-01-09 00:00:00,241.81177,0.0,0.0,244.44724,1.0,0.517943,0.3391639
2019-01-09 01:00:00,242.07349,0.0,0.0,244.70384,1.0,0.55601937,0.22315264
2019-01-09 02:00:00,241.75471,0.0,0.0,244.50653,1.0,0.6570444,0.1128571
2019-01-09 03:00:00,241.08005,0.0,0.0,243.86307,1.0,0.72091436,-0.015432835
2019-01-09 04:00:00,240.69426,0.0,0.0,243.62979,1.0,0.75162107,-0.05459714
2019-01-09 05:00:00,240.7486,0.0,0.0,243.48108,1.0,0.7494716,0.007430792
2019-01-09 06:00:00,240.4742,0.0,0.0,243.08548,1.0,0.7853984,-0.04041338
2019-01-09 07:00:00,240.0712,0.0,0.0,242.7861,1.0,0.81395566,0.019709349
2019-01-09 08:00:00,239.67455,0.0,0.0,242.41092,1.0,0.6657958,0.17086291
2019-01-09 09:00:00,239.17014,0.0,0.0,242.00754,1.0,0.59870166,0.2872975
2019-01-09 10:00:00,238.99626,0.0,0.0,241.90451,1.0,0.389589,0.3652029
2019-01-09 11:00:00,238.3723,0.0,0.0,241.37186,1.0,0.23498079,0.5396434
2019-01-09 12:00:00,238.32068,0.0,0.0,241.36894,1.0,0.045827508,0.69418395
2019-01-09 13:00:00,237.88599,0.0,0.0,240.94807,1.0,-0.2801242,0.7511312
2019-01-09 14:00:00,238.57153,0.0,0.0,241.57889,1.0,-0.45653415,0.7403345
2019-01-09 15:00:00,238.65031,0.0,0.0,241.37866,0.92072695,-0.5901084,0.8190867
2019-01-09 16:00:00,239.00984,0.0,0.0,241.0511,0.69986117,-0.7655971,0.9245131
2019-01-09 17:00:00,238.88487,0.0,0.0,240.79742,0.6452627,-0.811043,0.9681232
2019-01-09 18:00:00,238.4873,0.0,0.0,240.118,0.49588758,-0.94415665,1.0151205
2019-01-09 19:00:00,238.57515,0.0,0.0,240.12578,0.3405002,-1.1130435,0.9702401
2019-01-09 20:00:00,238.54709,0.0,0.0,239.99066,0.35293669,-1.2409369,0.89953256
2019-01-09 21:00:00,237.71756,0.0,0.0,239.05367,0.3897731,-1.3441114,0.95118725
2019-01-09 22:00:00,237.2385,0.0,0.0,238.40924,0.397296,-1.4264054,1.0144854
2019-01-09 23:00:00,237.35168,0.0,0.0,238.32079,0.53740865,-1.5097742,1.0551317
2019-01-10 00:00:00,236.79294,0.0,0.0,237.689,0.6991897,-1.6493361,1.1044576
2019-01-10 01:00:00,236.84093,0.0,0.0,237.69095,0.7355378,-1.683881,1.0881568
2019-01-10 02:00:00,236.8826,0.0,0.0,237.69872,0.7968199,-1.7055295,1.0646582
2019-01-10 03:00:00,237.6777,0.0,0.0,238.59781,0.8850045,-1.7380784,1.0381957
2019-01-10 04:00:00,235.21448,0.0,0.0,237.77162,0.9631789,-1.7029192,0.96452427
2019-01-10 05:00:00,235.1855,0.0,0.0,237.64429,0.998001,-1.77247,0.9537276
2019-01-10 06:00:00,235.14566,0.0,0.0,237.49557,1.0,-1.7913547,0.93171084
2019-01-10 07:00:00,235.31953,0.0,0.0,237.68121,0.9993286,-1.8575275,0.91562164
2019-01-10 08:00:00,236.00688,0.0,0.0,238.34023,1.0,-1.886699,0.9406022
2019-01-10 09:00:00,237.43501,0.0,0.0,239.82738,1.0,-1.8598306,1.0216831
2019-01-10 10:00:00,237.7085,0.0,0.0,240.09273,0.99865717,-1.8618264,1.0500509
2019-01-10 11:00:00,237.6759,0.0,0.0,240.05676,1.0,-1.8239038,1.0100397
2019-01-10 12:00:00,238.01277,0.0,0.0,240.42612,1.0,-1.7879767,0.9871762
2019-01-10 13:00:00,238.11964,0.0,0.0,240.59038,1.0,-1.6943214,0.95923185
2019-01-10 14:00:00,238.0318,0.0,0.0,240.59233,1.0,-1.6100316,0.9200674
2019-01-10 15:00:00,237.25842,0.0,0.0,240.08592,1.0,-1.5320365,0.8698946
2019-01-10 16:00:00,238.7119,0.0,0.0,241.23384,1.0,-1.4262519,0.92197263
2019-01-10 17:00:00,238.55975,0.0,0.0,241.16093,1.0,-1.339659,0.833694
2019-01-10 18:00:00,238.77438,0.0,0.0,241.4156,0.98998976,-1.3071098,0.7773819
2019-01-10 19:00:00,239.01799,0.0,0.0,241.71205,1.0,-1.2398622,0.7617161
2019-01-10 20:00:00,238.94011,0.0,0.0,241.68582,0.9973601,-1.1136576,0.807655
2019-01-10 21:00:00,238.5326,0.0,0.0,241.39034,1.0,-0.94001126,0.8624852
2019-01-10 22:00:00,238.40942,0.0,0.0,241.44768,1.0,-0.8394468,0.7989752
2019-01-10 23:00:00,238.63673,0.0,0.0,241.45253,1.0,-0.6317159,0.8156996
2019-01-11 00:00:00,238.88306,0.0,0.0,241.60126,1.0,-0.45853007,0.698418
2019-01-11 01:00:00,239.28696,0.0,0.0,242.00073,1.0,-0.30515015,0.5622952
2019-01-11 02:00:00,238.90388,0.0,0.0,241.6965,1.0,-0.13488144,0.34170425
2019-01-11 03:00:00,238.42574,0.0,0.0,241.26494,1.0,-0.04322195,0.07835007
2019-01-11 04:00:00,239.0524,0.0,0.0,241.79759,1.0,0.07100701,-0.3431437
2019-01-11 05:00:00,239.15384,0.0,0.0,242.02406,1.0,0.20335287,-0.5442581
2019-01-11 06:00:00,239.16289,0.0,0.0,242.05518,1.0,0.20135695,-0.7432556
2019-01-11 07:00:00,239.0198,0.0,0.0,241.90257,1.0,0.22438696,-0.8956795
2019-01-11 08:00:00,238.91747,0.0,0.0,241.91132,1.0,0.2273041,-1.1634793
2019-01-11 09:00:00,238.4873,0.0,0.0,241.44379,1.0,0.13595167,-1.2703874
2019-01-11 10:00:00,238.18213,0.0,0.0,241.16191,1.0,0.1677331,-1.2991786
2019-01-11 11:00:00,238.40219,0.0,0.0,241.35242,1.0,0.15130502,-1.2909224
2019-01-11 12:00:00,238.15042,0.0,0.0,241.11816,1.0,0.14884847,-1.3995242
2019-01-11 13:00:00,238.16763,0.0,0.0,241.14345,1.0,0.2094942,-1.5100315
2019-01-11 14:00:00,238.39676,0.0,0.0,241.38353,1.0,0.2913276,-1.5722711
2019-01-11 15:00:00,237.83438,0.0,0.0,240.91698,1.0,0.22438696,-1.5902655
2019-01-11 16:00:00,237.94214,0.0,0.0,241.09387,1.0,0.38037702,-1.7126279
2019-01-11 17:00:00,237.65688,0.0,0.0,240.81491,1.0,0.5035109,-1.658221
2019-01-11 18:00:00,237.41327,0.0,0.0,240.56413,1.0,0.6945066,-1.5445385
2019-01-11 19:00:00,237.10718,0.0,0.0,240.21811,1.0,0.6880582,-1.4386885
2019-01-11 20:00:00,237.02658,0.0,0.0,240.11993,1.0,0.81748694,-1.3671341
2019-01-11 21:00:00,236.83188,0.0,0.0,239.91096,1.0,0.8333009,-1.2701757
2019-01-11 22:00:00,236.74857,0.0,0.0,239.80794,1.0,0.9656468,-1.2898638
2019-01-11 23:00:00,236.53304,0.0,0.0,239.38318,1.0,1.0746555,-1.375814
2019-01-12 00:00:00,236.64351,0.0,0.0,239.41719,1.0,1.1443598,-1.369463
2019-01-12 01:00:00,236.57741,0.0,0.0,239.40358,1.0,1.1483517,-1.344059
2019-01-12 02:00:00,236.51039,0.0,0.0,239.48232,1.0,1.1354549,-1.2473123
2019-01-12 03:00:00,235.81398,0.0,0.0,238.94481,1.0,1.1974823,-1.2123818
2019-01-12 04:00:00,236.05125,0.0,0.0,239.04784,1.0,1.2331022,-1.3880925
2019-01-12 05:00:00,235.89006,0.0,0.0,238.90106,1.0,1.076498,-1.4139197
2019-01-12 06:00:00,235.42729,0.0,0.0,238.4384,1.0,1.0600699,-1.4831455
2019-01-12 07:00:00,234.57422,0.0,0.0,237.63359,1.0,0.8770579,-1.6209619
2019-01-12 08:00:00,233.93488,0.0,0.0,237.21855,1.0,0.68329865,-1.4098976
2019-01-12 09:00:00,233.59346,0.0,0.0,236.85309,1.0,0.588722,-1.3061647
2019-01-12 10:00:00,233.08995,0.0,0.0,236.42055,1.0,0.51978546,-1.1399806
2019-01-12 11:00:00,232.19522,0.0,0.0,235.46703,1.0,0.48140207,-1.0955236
2019-01-12 12:00:00,232.78023,0.0,0.0,236.07259,1.0,0.4508489,-1.2208498
2019-01-12 13:00:00,233.25476,0.0,0.0,236.55469,1.0,0.3014608,-1.0061865
2019-01-12 14:00:00,233.02475,0.0,0.0,236.30682,1.0,0.33554524,-1.0013175
2019-01-12 15:00:00,233.08089,0.0,0.0,236.39626,0.9772786,0.36026412,-1.0180416
2019-01-12 16:00:00,232.45966,0.0,0.0,235.98607,0.93731403,0.4993655,-1.0978525
2019-01-12 17:00:00,232.84091,0.0,0.0,236.25726,0.965071,0.50596744,-1.0904429
2019-01-12 18:00:00,233.2285,0.0,0.0,236.41278,0.9164543,0.45806497,-1.0243926
2019-01-12 19:00:00,233.25658,0.0,0.0,236.15422,0.9499184,0.33278164,-1.0083034
2019-01-12 20:00:00,233.34079,0.0,0.0,235.95595,0.897792,0.1425536,-0.94521713
2019-01-12 21:00:00,233.80989,0.0,0.0,236.3185,0.9471564,0.004526973,-0.8359802
2019-01-12 22:00:00,234.27448,0.0,0.0,236.56926,0.92182565,-0.048135042,-0.6566706
2019-01-12 23:00:00,234.54253,0.0,0.0,236.72867,0.9000962,-0.07822758,-0.44094872
2019-01-13 00:00:00,235.04965,0.0,0.0,237.0504,0.5237361,0.115838766,-0.18987322
2019-01-13 01:00:00,235.51152,0.0,0.0,237.07373,0.20092168,0.11215398,0.19986558
2019-01-13 02:00:00,236.17622,0.0,0.0,236.91821,0.25428408,0.20811242,0.49539816
2019-01-13 03:00:00,236.65347,0.0,0.0,237.44502,0.13704547,0.33554524,0.69227874
2019-01-13 04:00:00,236.84727,0.0,0.0,238.44131,0.16834268,0.35304806,0.87158823
2019-01-13 05:00:00,236.71777,0.0,0.0,238.22845,0.5269864,0.3427613,1.0483572
2019-01-13 06:00:00,236.044,0.0,0.0,237.7376,0.8903148,0.2986972,1.1724132
2019-01-13 07:00:00,236.01956,0.0,0.0,237.69191,0.9224665,0.24803114,1.3131933
2019-01-13 08:00:00,236.87444,0.0,0.0,238.20998,0.9038042,0.25770375,1.4537618
