time,d2m,msdwswrf,sp,ssrd,t2m,tcc,tp,u10,v10
2018-12-31 21:00:00,275.59647,1.3726807,58947.57,5009.25,278.31348,0.9998963,0.00031970325,-0.6336472,0.1879549
2018-12-31 22:00:00,275.1029,0.0,58956.24,0.25,277.58762,0.9855218,0.00022816169,0.2776475,-0.40317217
2018-12-31 23:00:00,275.30884,0.0,58974.39,0.25,277.45056,0.98572016,6.394065e-05,0.46053475,0.21076971
2019-01-01 00:00:00,275.37778,0.0,58991.72,0.25,276.9794,1.0000031,1.4493009e-05,0.52359164,0.14729989
2019-01-01 01:00:00,276.17773,0.0,58939.28,0.25,277.28326,0.9952879,4.1667838e-05,0.10194105,-0.040021837
2019-01-01 02:00:00,275.66968,0.0,58902.973,0.25,277.1708,0.9811728,2.8773211e-05,0.27495468,-0.0027976632
2019-01-01 03:00:00,275.87646,0.0,58871.094,0.25,277.39905,0.98475885,1.4919322e-05,0.056836367,-0.5652775
2019-01-01 04:00:00,276.09177,0.0,58853.164,0.25,277.5082,1.0000031,1.1828961e-05,-0.09261513,-0.6745485
2019-01-01 05:00:00,275.94284,0.0,58840.484,0.25,277.32062,1.0000031,1.332094e-05,-0.2577746,-0.6868994
2019-01-01 06:00:00,275.25522,0.0,58847.426,0.25,276.33057,1.0000031,6.2873587e-06,-0.52548563,-0.70027953
2019-01-01 07:00:00,275.1497,0.0,58910.59,0.25,277.09518,0.985888,1.3853423e-06,-0.3057965,-0.90492684
2019-01-01 08:00:00,275.0195,33.9588,58984.78,122250.75,277.93967,0.9379731,3.3034012e-06,-0.09710312,-1.0054493
2019-01-01 09:00:00,275.05524,202.81256,58964.637,730119.25,279.28082,0.88731146,1.1720695e-06,-0.3690778,-1.3495586
2019-01-01 10:00:00,275.1335,476.51358,58973.977,1715367.2,280.70987,0.7539278,5.5734767e-05,-1.0795332,-1.4099407
2019-01-01 11:00:00,272.97537,585.42236,58972.367,2107571.0,282.0425,0.51117915,0.000113920774,-1.4883927,-1.3613949
2019-01-01 12:00:00,274.08337,816.9288,58957.137,2940987.2,283.27402,0.4490881,8.600019e-05,-1.7659775,-1.5862839
2019-01-01 13:00:00,276.29346,896.82404,58952.973,3228472.5,283.7537,0.8758515,0.0001367263,-2.0918088,-1.9140971
2019-01-01 14:00:00,278.3265,979.1261,58922.59,3524825.5,284.53296,0.83970165,0.00046293042,-2.386448,-2.3717659
2019-01-01 15:00:00,278.92734,855.908,58855.49,3081379.2,283.662,0.9290005,0.0014965318,-1.4493469,-3.027392
2019-01-01 16:00:00,278.97073,612.3111,58862.84,2204369.8,281.75708,0.91073483,0.001392948,-0.0037521124,-1.6169896
2019-01-01 17:00:00,278.73926,388.1756,58832.008,1397420.9,281.05484,0.87241817,0.0020045405,1.0197434,-0.4573788
2019-01-01 18:00:00,275.60498,375.5398,58793.75,1351932.2,278.6159,0.9479376,0.0014611513,1.1950011,0.39243066
2019-01-01 19:00:00,276.04327,149.54276,58814.715,538349.6,279.07477,0.98097444,0.0010223051,0.728919,0.78302735
2019-01-01 20:00:00,275.56073,59.456116,58913.965,213972.62,278.97318,0.96231204,0.00022411207,0.6425245,0.9063646
2019-01-01 21:00:00,275.59308,1.4666748,58934.406,5280.0,278.27615,0.9349059,0.00047593168,0.7435051,0.9665752
2019-01-01 22:00:00,274.9812,0.0,59031.18,0.25,277.39243,0.9741687,0.00019310066,1.3834984,-0.10383475
2019-01-01 23:00:00,274.9676,0.0,59077.312,0.25,276.56168,0.98475885,0.00055500516,0.5929317,-0.5942678
2019-01-02 00:00:00,275.72925,0.0,59085.754,0.25,276.6113,0.98999286,0.0003007343,0.02564454,-1.0291219
2019-01-02 01:00:00,275.77435,0.0,59036.58,0.25,276.85275,0.9810965,3.6232872e-05,0.50227344,-0.53285646
