time,d2m,msdwswrf,ssrd,t2m,tcc,u10,v10
2020-01-02 12:30:00,247.6069,612.99854,2206833.5,251.85194,0.92185616,-0.29021376,-0.27943033
2020-01-02 13:30:00,249.34987,591.2082,2128328.8,254.7578,0.9626601,-0.36973673,-0.27398425
2020-01-02 14:30:00,249.99179,523.7403,1885507.0,255.14304,0.93514717,-0.25707918,-0.2554825
2020-01-02 15:30:00,249.70601,411.2826,1480663.1,254.35512,0.8449331,-0.13495457,-0.29517174
2020-01-02 16:30:00,248.72174,231.62534,833782.5,255.24486,0.42245892,-0.16124374,-0.37186456
2020-01-02 17:30:00,248.72754,44.92273,161659.62,254.9394,0.7354768,-0.102693915,-0.34582782
2020-01-02 18:30:00,247.77808,6.1035156e-05,-0.125,253.5938,0.97216666,-0.08820206,-0.34627545
2020-01-02 19:30:00,247.28413,6.1035156e-05,-0.125,252.52979,0.9858239,-0.05382949,-0.322999
2020-01-02 20:30:00,245.68842,6.1035156e-05,-0.125,250.48982,0.9003556,-0.090459585,-0.30569094
2020-01-02 21:30:00,244.92029,6.1035156e-05,-0.125,249.81656,0.7035997,-0.15687436,-0.3035274
2020-01-02 22:30:00,243.78369,6.1035156e-05,-0.125,248.2288,0.31678694,-0.18680471,-0.2905463
2020-01-02 23:30:00,244.39804,6.1035156e-05,-0.125,248.88463,0.16240671,-0.18352765,-0.30203533
2020-01-03 00:30:00,243.72421,6.1035156e-05,-0.125,247.8518,0.12438008,-0.19903904,-0.2926352
2020-01-03 01:30:00,243.02354,6.1035156e-05,-0.125,246.99785,0.09109914,-0.18447441,-0.28569704
2020-01-03 02:30:00,242.57819,6.1035156e-05,-0.125,246.42456,0.11749807,-0.16961843,-0.25988412
2020-01-03 03:30:00,241.22908,6.1035156e-05,-0.125,244.27545,0.11990905,-0.13539153,-0.27353662
2020-01-03 04:30:00,240.34636,6.1035156e-05,-0.125,243.8636,0.2508965,-0.20268017,-0.2507078
2020-01-03 05:30:00,240.5596,6.1035156e-05,-0.125,244.0874,0.3313903,-0.14930075,-0.23735373
2020-01-03 06:30:00,240.25859,6.1035156e-05,-0.125,244.01587,0.53547066,-0.18476564,-0.20303594
2020-01-03 07:30:00,239.80888,6.1035156e-05,-0.125,244.07274,0.64094424,-0.18512982,-0.22332819
2020-01-03 08:30:00,239.54776,76.928894,276941.12,243.3637,0.70140237,-0.21593398,-0.1624514
2020-01-03 09:30:00,241.16815,272.7234,981734.1,243.98009,0.63686997,-0.1640839,-0.12500022
2020-01-03 10:30:00,242.76315,442.61774,1593468.6,247.44638,0.39953917,-0.13648385,-0.15126081
2020-01-03 11:30:00,245.54552,571.31335,2056768.5,249.63312,0.45604503,-0.16160792,-0.12701453
2020-01-03 12:30:00,246.96136,640.14,2304542.0,251.63914,0.62820256,-0.15352446,-0.14268138
2020-01-03 13:30:00,248.44757,625.9486,2253332.8,254.47345,0.79149437,-0.13364375,-0.16909115
2020-01-03 14:30:00,248.92918,510.53857,1837920.9,255.343,0.9079701,-0.12293875,-0.17811821
2020-01-03 15:30:00,248.9125,360.6397,1298290.1,253.79927,0.90436876,-0.16765219,-0.19662
2020-01-03 16:30:00,247.71353,191.76862,690360.1,254.41382,0.92509115,-0.058781445,-0.21825512
2020-01-03 17:30:00,247.19781,38.73285,139436.75,254.12947,0.9193078,-0.02987063,-0.22407423
2020-01-03 18:30:00,246.7249,6.1035156e-05,-0.125,253.56354,0.94840765,-0.05193609,-0.22317897
2020-01-03 19:30:00,246.31001,6.1035156e-05,-0.125,252.81047,0.9624769,-0.071234226,-0.2103471
2020-01-03 20:30:00,246.04672,6.1035156e-05,-0.125,252.05649,0.9695878,-0.06926805,-0.20340894
2020-01-03 21:30:00,245.61514,6.1035156e-05,-0.125,252.04364,0.9696183,-0.076331854,-0.20602007
2020-01-03 22:30:00,246.0801,6.1035156e-05,-0.125,251.55109,0.951429,-0.09650391,-0.21467413
2020-01-03 23:30:00,245.21622,6.1035156e-05,-0.125,250.65585,0.9412357,-0.051135063,-0.19296439
2020-01-04 00:30:00,245.03053,6.1035156e-05,-0.125,250.47148,0.9281431,-0.041667998,-0.20325975
2020-01-04 01:30:00,245.3301,6.1035156e-05,-0.125,250.3339,0.94163245,-0.073418975,-0.19617237
2020-01-04 02:30:00,245.21259,6.1035156e-05,-0.125,250.19814,0.92390096,-0.08383268,-0.20251371
2020-01-04 03:30:00,246.19832,6.1035156e-05,-0.125,250.81636,0.9460577,-0.13065803,-0.20773597
2020-01-04 04:30:00,246.31583,6.1035156e-05,-0.125,250.82921,0.99865717,-0.0868184,-0.19647078
2020-01-04 05:30:00,246.49933,6.1035156e-05,-0.125,250.94754,0.9936978,-0.096722364,-0.19438188
2020-01-04 06:30:00,246.49208,6.1035156e-05,-0.125,250.80902,0.9956205,-0.09999943,-0.14290516
2020-01-04 07:30:00,246.7133,6.1035156e-05,-0.125,250.7916,0.9997711,-0.07116145,-0.15715452
2020-01-04 08:30:00,246.59145,49.80417,179293.12,250.0101,0.9853051,-0.09198886,-0.14171152
2020-01-04 09:30:00,246.98676,182.57608,657267.25,250.86223,0.97721756,-0.09089655,-0.13246064
2020-01-04 10:30:00,248.79935,331.85428,1194724.0,253.4608,0.9839623,-0.078006804,-0.10575242
2020-01-04 11:30:00,250.21446,459.74472,1655064.8,254.9119,0.9696183,-0.0115920305,-0.077999786
2020-01-04 12:30:00,251.41562,507.77075,1828017.2,256.1199,0.9707171,0.042224348,-0.023613527
2020-01-04 13:30:00,251.12766,515.5039,1855856.2,257.27655,0.9515053,0.14221066,0.14782625
2020-01-04 14:30:00,251.39966,431.6974,1554155.8,258.2727,0.96128666,0.26819485,0.16431372
2020-01-04 15:30:00,251.33075,341.4662,1229205.8,257.47195,0.8937329,0.3775754,0.15603268
2020-01-04 16:30:00,252.58267,188.0614,677074.6,258.05347,0.78400195,0.21233946,-0.17431341
2020-01-04 17:30:00,251.26402,39.58838,142516.5,258.06265,0.75174344,0.19158483,-0.22265674
2020-01-04 18:30:00,251.07906,6.1035156e-05,-0.125,257.3857,0.7443273,0.23010832,-0.16043709
2020-01-04 19:30:00,251.41562,6.1035156e-05,-0.125,256.36115,0.8441396,0.20818853,-0.15715452
2020-01-04 20:30:00,250.90425,6.1035156e-05,-0.125,255.50536,0.9157524,0.19624549,-0.12977488
2020-01-04 21:30:00,250.62138,6.1035156e-05,-0.125,255.40445,0.8902538,0.18976426,-0.07807438
2020-01-04 22:30:00,250.23767,6.1035156e-05,-0.125,255.0504,0.92512167,0.17032045,-0.09836663
2020-01-04 23:30:00,250.22752,6.1035156e-05,-0.125,255.26962,0.9543589,0.18291885,-0.077850565
2020-01-05 00:30:00,249.33029,6.1035156e-05,-0.125,254.41841,0.9454931,0.20898956,-0.073075905
2020-01-05 01:30:00,248.35327,6.1035156e-05,-0.125,253.0994,0.90563536,0.19384235,-0.082923636
2020-01-05 02:30:00,248.52444,6.1035156e-05,-0.125,252.72516,0.8913524,0.19624549,-0.084490314
2020-01-05 03:30:00,248.75946,6.1035156e-05,-0.125,252.18031,0.78897655,0.18597746,-0.11731602
2020-01-05 04:30:00,248.42073,6.1035156e-05,-0.125,251.65565,0.73703325,0.20665926,-0.17908807
2020-01-05 05:30:00,248.79572,6.1035156e-05,-0.125,252.03539,0.81856465,0.19231308,-0.12030019
2020-01-05 06:30:00,248.74277,6.1035156e-05,-0.125,252.02255,0.8689821,0.21736425,-0.09553169
2020-01-05 07:30:00,248.36778,6.1035156e-05,-0.125,251.78499,0.7861841,0.13077742,-0.09933649
2020-01-05 08:30:00,247.04405,58.325745,210030.75,250.40176,0.7008835,0.07987398,-0.057036087
2020-01-05 09:30:00,246.98312,192.05377,691386.75,250.57146,0.6383959,0.042297184,-0.00078472495
2020-01-05 10:30:00,248.54549,375.87115,1353122.8,253.83412,0.53290707,-0.041303873,0.033160046
2020-01-05 11:30:00,249.71617,443.2384,1595642.6,254.20653,0.7262143,-0.070287526,0.037860096
2020-01-05 12:30:00,250.09987,615.2967,2215106.8,254.38998,0.9496895,-0.12148231,0.049498305
2020-01-05 13:30:00,250.73453,595.56964,2144029.8,256.03552,1.0,-0.24127656,0.071208045
2020-01-05 14:30:00,250.64604,501.46344,1805250.8,256.3749,1.0,-0.25176305,0.117835484
2020-01-05 15:30:00,251.19511,281.7482,1014343.9,256.37033,0.99148524,-0.060019493,0.076803334
2020-01-05 16:30:00,250.8767,162.54706,585223.9,257.07568,1.0,0.04892409,0.054198354
2020-01-05 17:30:00,250.19489,32.526245,117093.0,257.50772,1.0,0.015498221,-0.07113622
2020-01-05 18:30:00,250.4444,6.1035156e-05,-0.125,257.29584,1.0,-0.05987382,-0.017570615
2020-01-05 19:30:00,250.54015,6.1035156e-05,-0.125,255.99884,1.0,-0.15133983,0.0030946732
2020-01-05 20:30:00,250.86581,6.1035156e-05,-0.125,255.18523,0.99642926,-0.08769232,-0.01965952
2020-01-05 21:30:00,250.5619,6.1035156e-05,-0.125,255.08893,0.99360627,-0.07807964,-0.039877176
2020-01-05 22:30:00,250.75049,6.1035156e-05,-0.125,254.90547,0.97245663,0.022926211,0.015777335
2020-01-05 23:30:00,250.68883,6.1035156e-05,-0.125,254.96326,0.97996426,0.02438265,0.0005581379
2020-01-06 00:30:00,250.54086,6.1035156e-05,-0.125,255.14212,0.99404883,0.11373681,-0.025180206
2020-01-06 01:30:00,250.59744,6.1035156e-05,-0.125,255.13754,0.99891657,0.054458678,-0.042935938
2020-01-06 02:30:00,250.58366,6.1035156e-05,-0.125,255.06966,1.0,0.04528296,-0.06897269
2020-01-06 03:30:00,249.3477,6.1035156e-05,-0.125,253.78642,1.0,0.07317424,-0.039280355
2020-01-06 04:30:00,249.3535,6.1035156e-05,-0.125,253.70296,1.0,-0.047858,-0.067853644
2020-01-06 05:30:00,249.38106,6.1035156e-05,-0.125,253.5241,1.0,0.031956255,-0.0130943805
2020-01-06 06:30:00,249.77347,6.1035156e-05,-0.125,253.7424,1.0,-0.1458053,-0.034878716
2020-01-06 07:30:00,250.13467,6.1035156e-05,-0.125,253.88274,1.0,-0.1302939,-0.06703301
2020-01-06 08:30:00,250.49663,42.72525,153809.12,254.12306,1.0,-0.08412397,-0.11977796
2020-01-06 09:30:00,251.54037,152.46545,548870.1,254.84035,1.0,-0.049969852,-0.099411085
2020-01-06 10:30:00,253.94847,277.99066,1000756.5,257.31418,1.0,-0.11849654,-0.070166364
2020-01-06 11:30:00,254.24875,362.3507,1304510.1,257.7196,1.0,-0.18687755,-0.08411731
2020-01-06 12:30:00,255.01833,406.9547,1465022.5,258.77628,1.0,-0.069340825,-0.07904424
2020-01-06 13:30:00,256.38702,417.80792,1504093.8,260.00906,1.0,-0.02987063,-0.11813669
2020-01-06 14:30:00,256.799,364.414,1311938.0,260.81256,1.0,0.2596017,-0.2601825
2020-01-06 15:30:00,256.56836,266.93613,961020.94,260.14664,1.0,0.20250833,-0.033237427
2020-01-06 16:30:00,256.9506,137.55273,495184.75,260.22644,1.0,0.13667613,0.04435064
2020-01-06 17:30:00,256.73953,28.131226,101210.875,260.22736,1.0,0.15371674,-0.0015307665
2020-01-06 18:30:00,256.48206,6.1035156e-05,-0.125,259.96045,1.0,0.2247194,-0.0072752684
2020-01-06 19:30:00,256.34204,6.1035156e-05,-0.125,259.5596,1.0,0.23753631,-0.026000857
2020-01-06 20:30:00,256.26807,6.1035156e-05,-0.125,259.45688,1.0,0.29601336,-0.032491386
2020-01-06 21:30:00,256.28403,6.1035156e-05,-0.125,259.63116,0.99903864,0.34640706,-0.053529695
2020-01-06 22:30:00,255.87567,6.1035156e-05,-0.125,259.25323,1.0,0.36395743,-0.071061626
2020-01-06 23:30:00,255.84303,6.1035156e-05,-0.125,259.17804,0.9928585,0.35208726,-0.051515386
2020-01-07 00:30:00,255.7103,6.1035156e-05,-0.125,259.31653,0.9342774,0.35063076,-0.026224658
2020-01-07 01:30:00,255.22577,6.1035156e-05,-0.125,258.6983,0.92275643,0.3196081,-0.05285825
2020-01-07 02:30:00,254.86093,6.1035156e-05,-0.125,258.47083,0.8655486,0.3005284,-0.024807185
2020-01-07 03:30:00,255.27365,6.1035156e-05,-0.125,258.75427,0.86936355,0.32033634,-0.05129157
2020-01-07 04:30:00,255.04298,6.1035156e-05,-0.125,258.53503,0.72894573,0.18947297,-0.029805645
2020-01-07 05:30:00,255.0234,6.1035156e-05,-0.125,258.5231,0.5209589,0.21233946,-0.025180206
2020-01-07 06:30:00,255.14743,6.1035156e-05,-0.125,258.66162,0.8266675,0.23207456,-0.021972239
2020-01-07 07:30:00,255.20111,6.1035156e-05,-0.125,258.85883,0.7965605,0.21328616,-0.038385108
2020-01-07 08:30:00,254.71442,58.49347,210513.88,257.92596,0.8220897,0.19923127,-0.0534551
2020-01-07 09:30:00,253.87956,214.09576,770737.1,257.29767,0.8388598,0.18495792,0.012121752
2020-01-07 10:30:00,254.95232,364.49786,1312239.9,258.80746,0.43506324,0.14454103,0.11761167
2020-01-07 11:30:00,256.23398,514.12836,1850844.0,259.7669,0.4489494,0.19260436,0.17326619
2020-01-07 12:30:00,257.10364,607.6474,2187509.2,260.7126,0.47127402,0.19231308,0.32702482
2020-01-07 13:30:00,257.42352,575.57416,2072046.8,261.4895,0.5947233,0.16048932,0.3529124
2020-01-07 14:30:00,257.33432,477.39172,1718653.8,261.82523,0.851632,0.13223386,0.42027974
2020-01-07 15:30:00,256.66046,347.4883,1251006.0,261.5436,0.8019624,0.16230989,0.35537434
2020-01-07 16:30:00,256.60608,192.30542,692292.5,261.64545,0.71515113,-0.17988652,0.27741325
2020-01-07 17:30:00,256.84616,44.167877,159002.5,262.0215,0.9150657,-0.2623225,0.20467442
2020-01-07 18:30:00,256.86502,6.1035156e-05,-0.125,261.88025,0.98413014,-0.2417863,0.26047814
2020-01-07 19:30:00,256.89258,6.1035156e-05,-0.125,261.61148,0.90630674,-0.25037938,0.28144187
2020-01-07 20:30:00,256.61984,6.1035156e-05,-0.125,261.04922,0.70498836,-0.2020976,0.24831772
2020-01-07 21:30:00,256.47916,6.1035156e-05,-0.125,260.83734,0.812644,0.051691353,0.16692485
2020-01-07 22:30:00,256.14548,6.1035156e-05,-0.125,260.4154,0.786535,0.29251784,0.2501828
2020-01-07 23:30:00,255.47238,6.1035156e-05,-0.125,259.97144,0.83501446,0.25384867,0.13768011
2020-01-08 00:30:00,254.78839,6.1035156e-05,-0.125,259.29086,0.80765414,0.32776427,0.17386302
2020-01-08 01:30:00,254.71297,6.1035156e-05,-0.125,258.8093,0.8248364,0.2864735,0.19751245
2020-01-08 02:30:00,254.63028,6.1035156e-05,-0.125,258.51303,0.92156625,0.2287975,0.14357384
2020-01-08 03:30:00,253.15132,6.1035156e-05,-0.125,258.214,0.86475515,0.13150567,0.11007667
2020-01-08 04:30:00,252.42091,6.1035156e-05,-0.125,257.80673,0.84021795,0.18255472,0.038904548
2020-01-08 05:30:00,252.15472,6.1035156e-05,-0.125,257.47745,0.6297591,0.21976745,0.047857016
2020-01-08 06:30:00,250.63226,6.1035156e-05,-0.125,256.13,0.5975463,0.18189931,0.030399695
2020-01-08 07:30:00,249.73357,6.1035156e-05,-0.125,255.44298,0.71528846,0.099900365,-0.0135419965
2020-01-08 08:30:00,249.39194,61.949066,223014.25,255.11002,0.8352281,0.08387923,-0.020480156
2020-01-08 09:30:00,249.01767,230.08206,828287.25,254.06711,0.9241756,0.049069762,-0.135594
2020-01-08 10:30:00,251.33945,401.30164,1444611.2,255.76677,0.99865717,0.08111197,-0.1679721
2020-01-08 11:30:00,252.48476,452.16257,1627829.6,256.96194,1.0,0.1579405,-0.22116469
2020-01-08 12:30:00,253.69315,477.69366,1719680.4,257.81317,1.0,0.31917113,-0.30240834
2020-01-08 13:30:00,254.26906,456.7756,1644376.0,259.05878,1.0,0.45855483,-0.38932192
2020-01-08 14:30:00,254.59619,390.0122,1403969.8,259.48532,0.9928738,0.60959023,-0.5660586
2020-01-08 15:30:00,254.98279,285.6735,1028354.0,259.07162,0.9949491,0.62146044,-0.41834283
2020-01-08 16:30:00,254.93854,149.39569,537819.0,259.29086,0.9962004,0.6024536,-0.21519636
2020-01-08 17:30:00,255.12712,27.8125,100063.5,259.47247,0.98423696,0.55133164,-0.11888273
2020-01-08 18:30:00,255.1576,6.1035156e-05,-0.125,259.14224,0.9524057,0.36890942,-0.27420807
2020-01-08 19:30:00,255.48471,6.1035156e-05,-0.125,258.54422,0.9771565,0.26462656,-0.29278445
2020-01-08 20:30:00,254.83554,6.1035156e-05,-0.125,257.9214,0.9910427,0.42075956,-0.09948571
2020-01-08 21:30:00,254.71368,6.1035156e-05,-0.125,257.8471,1.0,0.35944238,-0.0650187
2020-01-08 22:30:00,254.7572,6.1035156e-05,-0.125,257.22427,0.9717699,0.2727099,-0.097546
2020-01-08 23:30:00,254.54106,6.1035156e-05,-0.125,256.84546,0.8746433,0.1883806,-0.06263138
2020-01-09 00:30:00,254.26544,6.1035156e-05,-0.125,256.58588,0.70134133,0.18692416,-0.060169443
2020-01-09 01:30:00,253.70258,6.1035156e-05,-0.125,256.24008,0.66192603,0.19391519,-0.0974714
2020-01-09 02:30:00,252.35637,6.1035156e-05,-0.125,254.92473,0.6303694,0.21466982,-0.06449647
2020-01-09 03:30:00,253.26085,6.1035156e-05,-0.125,255.63835,0.6344742,0.33694,-0.16133235
2020-01-09 04:30:00,252.40858,6.1035156e-05,-0.125,254.95041,0.7512246,0.34298432,-0.24861892
2020-01-09 05:30:00,252.44704,6.1035156e-05,-0.125,255.27328,0.8154212,0.34065402,-0.20378198
2020-01-09 06:30:00,252.21565,6.1035156e-05,-0.125,255.08708,0.7859552,0.36060756,-0.15670688
2020-01-09 07:30:00,252.27803,6.1035156e-05,-0.125,255.17697,0.6609647,0.2788999,-0.25436342
2020-01-09 08:30:00,250.99057,60.070312,216250.75,253.41219,0.45912746,0.2354244,-0.24772365
2020-01-09 09:30:00,249.79305,235.66806,848396.5,252.00604,0.25210202,0.20986348,-0.24048708
2020-01-09 10:30:00,251.18642,436.6124,1571789.2,254.057,0.5583752,0.16922808,-0.22579013
2020-01-09 11:30:00,250.79764,590.9733,2127483.2,253.647,0.6463766,0.1451236,-0.24160613
2020-01-09 12:30:00,251.37645,659.5316,2374290.8,254.06068,0.4486442,0.17869514,-0.12470181
2020-01-09 13:30:00,252.1685,647.4538,2330871.5,255.97499,0.24302259,0.18757957,-0.17453723
2020-01-09 14:30:00,252.2171,581.0595,2091793.8,256.0915,0.20278335,0.19158483,-0.22250755
2020-01-09 15:30:00,251.029,443.95972,1598239.2,255.05498,0.105504096,0.16988349,-0.18528019
2020-01-09 16:30:00,250.80125,262.39017,944595.25,255.38611,0.08548364,0.06734836,-0.23541401
2020-01-09 17:30:00,249.91708,60.2045,216733.88,255.15314,0.043031752,0.02583915,-0.227506
2020-01-09 18:30:00,249.37018,6.1035156e-05,-0.125,254.34229,0.058169156,0.010254979,-0.22407423
2020-01-09 19:30:00,248.76599,6.1035156e-05,-0.125,252.26103,0.031098843,0.0073420405,-0.22855045
2020-01-09 20:30:00,247.22249,6.1035156e-05,-0.125,250.29813,0.046007365,-0.024117589,-0.24197917
2020-01-09 21:30:00,246.05397,6.1035156e-05,-0.125,249.29648,0.02359116,-0.040721297,-0.25712377
2020-01-09 22:30:00,246.15987,6.1035156e-05,-0.125,249.17723,0.040574968,-0.052300215,-0.2753271
2020-01-09 23:30:00,245.56364,6.1035156e-05,-0.125,248.96811,0.013992965,-0.08630866,-0.27301437
2020-01-10 00:30:00,245.06897,6.1035156e-05,-0.125,248.79474,0.012283891,-0.065044284,-0.27808744
2020-01-10 01:30:00,243.84752,6.1035156e-05,-0.125,247.66469,0.0016480386,-0.09089655,-0.26353967
2020-01-10 02:30:00,243.29845,6.1035156e-05,-0.125,247.18588,0.00953719,-0.08172077,-0.2444411
2020-01-10 03:30:00,242.58037,6.1035156e-05,-0.125,246.37411,0.3717669,-0.16058832,-0.3144942
2020-01-10 04:30:00,242.29893,6.1035156e-05,-0.125,246.08243,0.111897826,-0.027831614,-0.20915346
2020-01-10 05:30:00,241.84198,6.1035156e-05,-0.125,245.28717,0.19762564,-0.043852687,-0.19930573
2020-01-10 06:30:00,241.80426,6.1035156e-05,-0.125,245.23764,0.013214707,-0.055213153,-0.21348046
2020-01-10 07:30:00,241.60553,6.1035156e-05,-0.125,245.02393,0.007721305,-0.024117589,-0.18102778
2020-01-10 08:30:00,240.96579,81.70969,294151.75,244.17546,0.004821986,-0.01690811,-0.16998638
2020-01-10 09:30:00,241.29218,288.74326,1039465.44,244.0654,0.0067599416,-0.0051835775,-0.15461798
2020-01-10 10:30:00,242.05087,476.60333,1715694.8,246.67865,0.06833199,-0.03416723,-0.15618466
2020-01-10 11:30:00,242.84221,611.5559,2201579.8,247.91968,0.30595273,-0.0003772378,-0.21303286
2020-01-10 12:30:00,243.60815,679.5271,2446334.0,248.36546,0.34797734,0.03880167,-0.19311361
2020-01-10 13:30:00,245.44615,671.7604,2418313.8,250.30637,0.35177696,0.061231256,-0.22176151
2020-01-10 14:30:00,244.8463,600.08203,2160334.5,250.60448,0.30334336,0.03064549,-0.21534558
2020-01-10 15:30:00,244.02812,462.16028,1663760.8,249.4946,0.15500587,0.013531983,-0.21340586
2020-01-10 16:30:00,242.17636,269.2175,969173.4,249.19283,0.17284423,-0.014213622,-0.19221835
2020-01-10 17:30:00,242.52815,66.93115,240949.62,250.22015,0.2596402,0.01935786,-0.19796287
2020-01-10 18:30:00,242.01462,6.1035156e-05,-0.125,250.10274,0.3952665,0.011638582,-0.2047518
2020-01-10 19:30:00,240.94693,6.1035156e-05,-0.125,248.09488,0.3017106,0.002390027,-0.22899808
2020-01-10 20:30:00,239.38528,6.1035156e-05,-0.125,246.40805,0.278211,0.0069779158,-0.21168996
2020-01-10 21:30:00,238.87611,6.1035156e-05,-0.125,246.15948,0.33432013,0.027222753,-0.21855353
2020-01-10 22:30:00,238.8703,6.1035156e-05,-0.125,245.73112,0.30924878,0.011857092,-0.23317592
2020-01-10 23:30:00,239.30623,6.1035156e-05,-0.125,246.26863,0.271802,0.0023172498,-0.23451878
2020-01-11 00:30:00,239.15102,6.1035156e-05,-0.125,246.25488,0.80570096,0.02562064,-0.23981564
2020-01-11 01:30:00,238.27626,6.1035156e-05,-0.125,244.82213,0.94068635,0.022197962,-0.23489179
2020-01-11 02:30:00,238.00064,6.1035156e-05,-0.125,244.97072,1.0,0.049652338,-0.24578397
2020-01-11 03:30:00,238.20735,6.1035156e-05,-0.125,245.11014,1.0,-0.040284395,-0.31113702
2020-01-11 04:30:00,238.10435,6.1035156e-05,-0.125,245.14316,0.9981688,0.01360482,-0.21258523
2020-01-11 05:30:00,238.39377,6.1035156e-05,-0.125,245.41008,1.0,-0.026083827,-0.26450956
2020-01-11 06:30:00,238.51924,6.1035156e-05,-0.125,245.74121,1.0,-0.06205851,-0.2445157
2020-01-11 07:30:00,239.1191,6.1035156e-05,-0.125,246.99234,1.0,-0.05193609,-0.22653617
2020-01-11 08:30:00,238.22911,61.764557,222410.38,245.68893,1.0,-0.05215454,-0.22690918
2020-01-11 09:30:00,239.83209,237.07712,853469.1,245.26149,1.0,-0.040502846,-0.18863736
2020-01-11 10:30:00,241.13841,404.85785,1457474.0,247.55095,1.0,-0.015524447,-0.23116161
2020-01-11 11:30:00,243.48993,516.6781,1860023.0,248.96352,1.0,-0.07014191,-0.1932628
2020-01-11 12:30:00,245.0668,526.49133,1895410.6,250.12292,1.0,-0.043197274,-0.20124544
2020-01-11 13:30:00,247.07234,532.11084,1915580.4,252.27388,0.99360627,-0.11354452,-0.20109622
2020-01-11 14:30:00,248.72609,451.55865,1625655.6,253.35532,0.89226806,-0.084706545,-0.17923729
2020-01-11 15:30:00,248.49689,367.85284,1324257.1,252.82973,0.93949616,-0.052809954,-0.25100625
2020-01-11 16:30:00,247.9645,199.68628,718803.0,253.8222,0.9292265,-0.009771407,-0.27749062
2020-01-11 17:30:00,248.1596,46.53311,167517.38,254.423,0.9599133,-0.018000484,-0.22250755
2020-01-11 18:30:00,248.10811,6.1035156e-05,-0.125,254.79265,0.9960783,0.019649148,-0.2539904
2020-01-11 19:30:00,247.97174,6.1035156e-05,-0.125,253.71304,1.0,-0.01304847,-0.22974412
