time,d2m,ssrd,t2m,tp,u10,v10
2020-01-03 09:00:00,241.07045,-1.0,244.12067,6.781146e-05,0.20503303,1.2415951
2020-01-03 10:00:00,240.81012,-1.0,243.87738,7.040333e-05,-0.026150137,1.1622894
2020-01-03 11:00:00,240.75076,-1.0,243.82259,7.16988e-05,-0.20388427,1.0332354
2020-01-03 12:00:00,240.8873,-1.0,243.9433,7.299427e-05,-0.25110832,0.9412325
2020-01-03 13:00:00,241.16711,-1.0,244.20982,7.429067e-05,-0.27901348,0.94019175
2020-01-03 14:00:00,241.66061,-1.0,244.6695,7.6018274e-05,-0.35950902,0.88961095
2020-01-03 15:00:00,241.80817,-1.0,244.81157,7.731374e-05,-0.5378871,0.83819747
2020-01-03 16:00:00,241.58685,-1.0,244.60449,7.860921e-05,-0.67140234,0.7959428
2020-01-03 17:00:00,240.61595,-1.0,243.69443,7.947348e-05,-0.79117966,0.8107215
2020-01-03 18:00:00,240.79402,-1.0,243.85788,8.206535e-05,-0.9412234,0.8419442
2020-01-03 19:00:00,238.9845,-1.0,241.99411,8.3792955e-05,-1.2365884,0.9451874
2020-01-03 20:00:00,239.19394,-1.0,242.16591,8.595176e-05,-1.2979796,1.0384393
2020-01-03 21:00:00,239.83328,-1.0,242.75558,8.724816e-05,-1.2159815,1.1806067
2020-01-03 22:00:00,240.33359,-1.0,243.21898,8.854363e-05,-1.1382765,1.2884293
2020-01-03 23:00:00,239.47969,-1.0,242.36557,8.98391e-05,-1.1507264,1.3496258
2020-01-04 00:00:00,239.0447,-1.0,241.96439,9.070337e-05,-1.2131909,1.2900944
2020-01-04 01:00:00,238.93954,-1.0,241.85667,8.63336e-07,-1.176485,1.3410916
2020-01-04 02:00:00,238.87256,-1.0,241.80002,2.1588057e-06,-1.0431844,1.410406
2020-01-04 03:00:00,238.6292,-1.0,241.59108,3.4552068e-06,-0.8952873,1.4455836
2020-01-04 04:00:00,238.92767,-1.0,241.92538,4.7506765e-06,-0.7237781,1.475141
2020-01-04 05:00:00,239.5221,-1.0,242.58472,6.47828e-06,-0.6314765,1.4707699
2020-01-04 06:00:00,238.51558,-1.0,241.57158,8.205883e-06,-0.74352634,1.4428777
2020-01-04 07:00:00,236.78067,-1.0,239.85176,1.036562e-05,-0.8723192,1.4564075
2020-01-04 08:00:00,236.14894,-1.0,239.2695,1.3389625e-05,-0.8321787,1.5055313
2020-01-04 09:00:00,237.51584,-1.0,240.51944,1.6844831e-05,-0.84741926,1.5315502
2020-01-04 10:00:00,237.50058,-1.0,240.47394,2.1163374e-05,-0.89185274,1.5750539
